School Name,Student Size,Endowment,In-State Tuition,Median Salary (1 Year After Graduation),Completion Rate,Overall Admission Rate,Carnegie Classification (Undergraduate),Carnegie Size Setting,Average SAT Score,School Locale,Student-Faculty Ratio,Percent Male Enrollment,Percent Female Enrollment,Asian Enrollment,Black Enrollment,White Enrollment,Hispanic Enrollment,Native American Enrollment,Native Hawaiian Enrollment,Diversity Index,Gender Shannon Index
Elizabeth City State University,1912,16946983,3356,34414,0.4386,0.7415,11,11,1003,32,16,0.4331,0.5669,0.0026,0.7061,0.1606,0.045,0.0058,0,0.47356503,0.987047309
Elon University,6337,317793839,42241,45880,0.8345,0.7446,14,14,1278,22,11,0.4051,0.5949,0.0234,0.0573,0.7903,0.0639,0.0013,0.0002,0.36751012,0.973855836
Fayetteville State University,5218,31970629,3906,39333,0.4623,0.8124,7,13,915,12,18,0.2953,0.7047,0.0107,0.6251,0.1704,0.0897,0.013,0.0017,0.57188136,0.875469547
Gardner-Webb University,1811,70429816,32200,45413,0.6209,0.7495,11,11,1114,32,11,0.3562,0.6438,0.0094,0.1717,0.5362,0.0431,0.0072,0.0028,0.68100302,0.939483625
Guilford College,1022,84860763,41140,31217,0.5036,0.8351,10,11,1079,11,12,0.5049,0.4951,0.0235,0.3043,0.4393,0.1605,0.0029,0,0.68809611,0.999930721
High Point University,4965,138711571,41916,47613,0.6757,0.7888,12,14,1220,12,17,0.4475,0.5525,0.0197,0.0655,0.7676,0.0759,0.0048,0.0002,0.40032801,0.992032465
Livingstone College,839,6000013,18296,24905,0.2828,0.6377,11,8,887,22,13,0.5924,0.4076,0.0012,0.8975,0.0167,0.0036,0.0024,0,0.1941947,0.975223064
Meredith College,1294,124715059,42540,39730,0.667,0.7318,10,11,1220,11,10,0,1,0.0502,0.0927,0.6461,0.1314,0.0085,0.0023,0.55409796,0
Methodist University,1442,40925875,38138,39592,0.3968,0.7568,10,11,1183,12,9,0.5465,0.4535,0.0104,0.2316,0.4785,0.0832,0.0111,0.0021,0.71024117,0.993752041
North Carolina A & T State University,11553,164541130,6733,39098,0.5432,0.5639,11,17,1050,11,19,0.3721,0.6279,0.0054,0.851,0.0339,0.0447,0.0028,0.0003,0.27261461,0.952270892
University of North Carolina at Asheville,2803,70019951,7380,28475,0.6305,0.7431,13,11,1210,13,12,0.4238,0.5762,0.0178,0.0474,0.7467,0.0849,0.0029,0.0004,0.43265893,0.983180692
University of North Carolina at Chapel Hill,19921,5317830265,8989,51058,0.9084,0.1711,14,17,1449,13,17,0.3961,0.6039,0.1389,0.0835,0.5485,0.096,0.0031,0.0005,0.66365643,0.968623475
University of North Carolina at Charlotte,23063,306480982,7214,44953,0.6432,0.7964,13,16,1162,11,20,0.5187,0.4813,0.0966,0.163,0.5124,0.1359,0.0029,0.0005,0.68306821,0.998990773
University of North Carolina at Greensboro,13862,366330210,7498,37785,0.5941,0.9194,11,16,1190,11,17,0.3354,0.6646,0.0581,0.2976,0.4046,0.1573,0.0025,0.001,0.71960693,0.920348651
North Carolina Central University,5101,56943166,6599,35242,0.5411,0.8438,11,14,976,11,14,0.2997,0.7003,0.0092,0.8238,0.0425,0.0535,0.0041,0.0004,0.31658345,0.880923872
University of North Carolina School of the Arts,915,126643244,9388,20265,0.7439,0.3178,12,11,1256,12,6,0.3923,0.6077,0.0262,0.0984,0.6197,0.1377,0.0011,0.0011,0.5866392,0.966267791
North Carolina State University at Raleigh,25109,2018242000,9128,50866,0.8338,0.4717,15,16,1370,11,16,0.5045,0.4955,0.0921,0.0587,0.6753,0.081,0.0035,0.0007,0.52546807,0.99994157
University of North Carolina Wilmington,13960,149845776,7238,44355,0.721,0.6883,15,16,1266,12,17,0.3537,0.6463,0.0188,0.0442,0.7869,0.0827,0.0044,0.0009,0.37162185,0.937329131
William Peace University,640,47743346,33050,38661,0.4809,0.6318,11,8,1133,11,11,0.5281,0.4719,0.0203,0.2422,0.5406,0.1281,0.0031,0,0.63225949,0.997720466
Pfeiffer University,683,15851509,33290,40053,0.5081,0.6905,10,8,1050,42,14,0.4714,0.5286,0.0015,0.2152,0.5739,0.1157,0.0059,0.0015,0.61090195,0.997638578
Queens University of Charlotte,1301,153518984,40830,53907,0.5733,0.7127,13,11,1193,11,9,0.3574,0.6426,0.0354,0.1353,0.5242,0.1376,0.0015,0.0008,0.68671846,0.940503807
Southeastern Baptist Theological Seminary,458,40851631,10234,51360,0.4234,0.8,7,10,1111,21,9,0.6572,0.3428,0.0175,0.0699,0.7795,0.0568,0.0066,0,0.38391769,0.927472944
Warren Wilson College,697,55937007,38450,22535,0.4692,0.8398,12,8,1320,21,8,0.3458,0.6542,0.01,0.0502,0.7719,0.0789,0.0029,0.0014,0.39531477,0.930261063
Wingate University,2509,110767341,40806,37581,0.5229,0.8615,12,14,1084,21,15,0.4089,0.5911,0.0187,0.2348,0.4424,0.0841,0.0028,0.0004,0.7417207,0.975919259
Winston-Salem State University,4449,51098284,6276,41957,0.6322,0.7339,11,14,921,12,15,0.2425,0.7575,0.0088,0.8107,0.0625,0.0438,0.0038,0.0004,0.33684878,0.799173033
Western Carolina University,9809,130094486,4453,40015,0.6629,0.8484,13,16,1127,32,16,0.4327,0.5673,0.0132,0.0615,0.7695,0.0797,0.0093,0.0014,0.39747272,0.986891481
Dickinson State University,1148,16344635,9118,49802,0.4298,0.7202,11,9,1018,33,13,0.446,0.554,0.0105,0.0331,0.7718,0.0732,0.0148,0.0026,0.39753486,0.991569769
University of Mary,2149,62775233,21062,56099,0.5601,0.8139,12,11,1195,41,14,0.4137,0.5863,0.0149,0.0242,0.792,0,0.014,0.0023,0.37172706,0.978402519
Minot State University,2168,38739117,8508,48295,0.4973,0.9317,11,10,1025,33,10,0.3584,0.6416,0.0157,0.0397,0.6628,0.0849,0.0249,0.0037,0.55103187,0.941347049
North Dakota State University-Main Campus,9795,521867,10992,53030,0.617,0.9568,12,17,1120,12,17,0.4912,0.5088,0.0143,0.0306,0.8637,0.0311,0.005,0.0004,0.25188909,0.999776544
Trinity Bible College and Graduate School,162,1473280,18216,27387,0.4494,0.4444,11,8,1050,43,11,0.4753,0.5247,0.0309,0.0617,0.7469,0.037,0.0247,0,0.4353996,0.998238936
Valley City State University,914,11279233,8458,45069,0.4843,0.8345,7,7,1022,33,12,0.4661,0.5339,0.0066,0.0284,0.8053,0.0678,0.0033,0.0098,0.34593802,0.996681536
University of Akron Main Campus,10099,257723981,12427,47979,0.489,0.8287,10,15,1114,12,16,0.525,0.475,0.0411,0.1232,0.7162,0.037,0.0013,0.0006,0.46881906,0.998195879
University of Akron Wayne College,597,13564420,7291,47979,0.074,0.8292,1,2,1042,41,39,0.397,0.603,0.0168,0.0469,0.8509,0.0385,0,0,0.27200509,0.969168634
Ashland University,2332,58736343,24140,53021,0.648,0.7176,11,14,1151,31,11,0.4408,0.5592,0.0111,0.0866,0.7719,0.0322,0.006,0.0013,0.39547309,0.989863986
Aultman College of Nursing and Health Sciences,245,2598765,19310,57864,0.5331,0.551,5,6,1050,13,7,0.0776,0.9224,0.0204,0.0571,0.8408,0.0245,0.0082,0,0.2887113,0.393665665
Baldwin Wallace University,2708,164415249,36850,40037,0.659,0.7704,12,14,1161,21,9,0.4453,0.5547,0.0214,0.0687,0.7784,0.0691,0.0011,0.0004,0.38413961,0.991349349
Bluffton University,649,23552031,35516,37955,0.5794,0.9629,12,8,980,32,11,0.5331,0.4669,0.0046,0.1341,0.7273,0.0277,0.0015,0,0.4522612,0.996836425
Bowling Green State University-Main Campus,12223,195412327,13639,40263,0.6431,0.7866,12,16,1116,31,17,0.4326,0.5674,0.0117,0.0673,0.8008,0.0488,0.0013,0.0007,0.35166956,0.986852377
Capital University,1905,125406226,40350,45255,0.6363,0.7215,12,11,1092,21,9,0.4042,0.5958,0.0262,0.116,0.6987,0.0604,0.0016,0,0.49402515,0.973354479
Case Western Reserve University,5927,2188161000,61584,67614,0.8555,0.2741,14,17,1487,11,9,0.5212,0.4788,0.2534,0.065,0.3619,0.1156,0.0007,0.0005,0.78722773,0.998702801
Cedarville University,3851,42405490,34698,45463,0.7309,0.6488,12,14,1250,31,16,0.4549,0.5451,0.0317,0.0135,0.8655,0.0296,0.001,0.0003,0.24884536,0.994123103
The Christ College of Nursing and Health Sciences,860,9867016,16472,67496,0.7806,0.7105,7,6,1018,11,15,0.0814,0.9186,0.0326,0.1488,0.7395,0.0291,0.0012,0.0012,0.42908586,0.407093069
University of Cincinnati-Main Campus,27880,1771519517,13176,53819,0.7038,0.8622,12,16,1252,11,18,0.498,0.502,0.0534,0.0761,0.7141,0.0416,0.0013,0.0005,0.47968592,0.999988458
Cleveland Institute of Art,575,29691349,46460,22132,0.6407,0.6984,12,8,1190,11,8,0.273,0.727,0.0278,0.0974,0.68,0.0974,0,0.0017,0.51785075,0.845736585
Cleveland State University,9502,98179372,12254,43332,0.5323,0.8532,11,15,1020,11,16,0.454,0.546,0.0396,0.1668,0.604,0.0856,0.0026,0.0012,0.59845804,0.993885872
University of Dayton,8349,770021000,46170,53482,0.8073,0.7405,12,17,1284,12,15,0.5201,0.4799,0.0162,0.0508,0.7911,0.0709,0.001,0.0008,0.36628926,0.998833959
Defiance College,478,19980114,35328,33634,0.4016,0.6286,10,8,1020,32,10,0.6109,0.3891,0.0021,0.2594,0.6381,0.0753,0.0021,0,0.51986112,0.96421629
Denison University,2406,1034670000,60000,38519,0.8169,0.2196,14,11,1389,23,9,0.478,0.522,0.0337,0.0569,0.6089,0.0707,0,0.0004,0.61986884,0.99860302
John Carroll University,2358,271247678,47290,45352,0.7454,0.8237,12,14,1264,21,14,0.5492,0.4508,0.0284,0.0454,0.8418,0.045,0.0008,0,0.2864794,0.993004194
Kent State University at Kent,19179,166657628,12464,40674,0.6267,0.8802,12,16,1093,21,19,0.3776,0.6224,0.022,0.0906,0.7497,0.043,0.0015,0.0006,0.42740594,0.956329327
Kenyon College,1877,517006638,66490,30779,0.9351,0.343,14,11,1451,32,9,0.439,0.561,0.0448,0.0293,0.6638,0.0762,0,0.0005,0.55069734,0.98923667
Kettering College,572,3559572,14664,69705,0.5849,0.3441,7,6,1050,13,8,0.1451,0.8549,0.035,0.1031,0.6661,0.0542,0,0.0035,0.54150629,0.597440974
Lake Erie College,662,33541234,35024,39461,0.5187,0.541,11,8,1129,21,11,0.5876,0.4124,0.0045,0.1375,0.6344,0.071,0.0196,0.003,0.57317598,0.977743521
Malone University,818,22070190,34875,40724,0.5897,0.7756,10,11,1091,13,11,0.4658,0.5342,0.0134,0.0733,0.7359,0.033,0.0012,0,0.4518083,0.996622496
Marietta College,1064,87959651,38022,42448,0.5812,0.8285,12,11,1075,31,9,0.515,0.485,0.0066,0.0432,0.8205,0.031,0,0.0009,0.32390814,0.99935069
Mercy College of Ohio,1106,31701209,18950,66002,0.6577,0.4619,5,6,959,11,5,0.1148,0.8852,0.0172,0.1429,0.7188,0.0759,0.0018,0.0009,0.45684545,0.514226561
Miami University-Oxford,16721,686467000,17264,49538,0.8109,0.8792,14,16,1312,31,15,0.4817,0.5183,0.0255,0.0295,0.802,0.048,0.002,0.0003,0.35296741,0.999033496
Mount Carmel College of Nursing,628,2331611,13290,71065,0.8533,0.6341,7,6,950,11,10,0.1242,0.8758,0.0589,0.2357,0.6306,0.0255,0.0064,0.0016,0.54262617,0.541314331
University of Mount Union,1867,159958000,33800,41037,0.645,0.7575,10,11,1107,31,12,0.5319,0.4681,0.0118,0.0691,0.775,0.03,0.0016,0,0.39355839,0.997061803
Mount Vernon Nazarene University,1481,24781380,34168,39999,0.6706,0.8533,10,11,1119,32,11,0.3822,0.6178,0.0074,0.0236,0.8764,0.0277,0.0034,0.0014,0.23053051,0.959581006
Mount Saint Joseph University,1045,61720032,34900,48095,0.5264,0.5435,12,10,1183,21,10,0.4498,0.5502,0.0134,0.1234,0.7589,0.0431,0.001,0,0.40680506,0.992716436
Muskingum University,1436,90077835,30690,36592,0.5626,0.8639,12,11,1024,32,13,0.4589,0.5411,0.0077,0.0794,0.8099,0.023,0.0021,0,0.33716493,0.995120466
Oberlin College,2986,1245304070,62024,23185,0.8638,0.3487,14,11,1446,31,9,0.4086,0.5914,0.0516,0.0455,0.6149,0.082,0,0,0.61044118,0.975759495
Ohio Dominican University,795,19260460,33350,46324,0.4844,0.5242,15,11,1220,11,13,0.4818,0.5182,0.0138,0.2491,0.5346,0.0667,0.0088,0,0.64743526,0.999044032
Ohio Northern University,2402,212243134,36730,51540,0.7518,0.5437,12,11,1282,31,13,0.5462,0.4538,0.0162,0.0308,0.8068,0.0021,0.0025,0.0025,0.34784577,0.993832514
Ohio State University-Main Campus,45140,6934968579,12485,49087,0.8034,0.5272,15,16,1386,11,17,0.4995,0.5005,0.0906,0.0775,0.6325,0.0539,0.0005,0.0005,0.58282343,0.999999279
Ohio University-Main Campus,17611,648637858,13352,53614,0.6769,0.8652,8,16,1188,32,18,0.3938,0.6062,0.0159,0.0551,0.8144,0.0443,0.0009,0.0006,0.33150016,0.967208089
Ohio Wesleyan University,1401,277679315,49822,33162,0.6552,0.5218,12,11,1239,21,11,0.4397,0.5603,0.0321,0.0692,0.7173,0.055,0.0007,0.0021,0.47663176,0.989482881
Otterbein University,2097,116773955,34274,40710,0.6398,0.8368,12,11,1146,21,12,0.4015,0.5985,0.0339,0.0944,0.733,0.0629,0.001,0.0052,0.44866598,0.971821278
Franciscan University of Steubenville,2605,79450176,31080,37285,0.7506,0.6665,13,11,1214,13,16,0.4188,0.5812,0.028,0.0092,0.7328,0.1701,0.0038,0.0038,0.43317263,0.980890833
University of Toledo,10787,352657319,12020,50884,0.5143,0.9223,12,16,1199,11,17,0.4927,0.5073,0.031,0.0951,0.6802,0.0563,0.0008,0.0011,0.52415141,0.999846232
Ursuline College,618,43318018,36816,66066,0.5513,0.8508,11,7,1087,21,7,0.0761,0.9239,0.0405,0.2702,0.5356,0.0113,0.0016,0.0032,0.63834386,0.388285959
Walsh University,1454,33679794,33235,48514,0.6107,0.7251,10,11,1186,21,14,0.4677,0.5323,0.0096,0.0626,0.5578,0.0261,0.0007,0,0.68416654,0.996987604
Wilberforce University,639,7042182,13250,31870,0.2396,0.4512,10,8,910,41,19,0.4507,0.5493,0,0.8341,0.0172,0,0,0,0.30398135,0.992975681
Wilmington College,1011,26714711,29490,39228,0.575,0.8813,10,11,976,32,13,0.451,0.549,0.0059,0.1039,0.7557,0.0356,0.003,0.003,0.41680213,0.993061046
Wittenberg University,1235,108829152,43106,37912,0.6283,0.9393,10,11,1216,13,10,0.4745,0.5255,0.0121,0.098,0.7368,0.0567,0.0024,0,0.4441547,0.998122961
The College of Wooster,1960,374948188,57500,31623,0.7626,0.5627,14,11,1364,32,11,0.4867,0.5133,0.0398,0.0959,0.5969,0.0622,0.0015,0.0005,0.6290582,0.999489543
Wright State University-Main Campus,6327,134371476,10864,45640,0.4721,0.9522,11,13,1050,21,14,0.4482,0.5518,0.0322,0.1181,0.7196,0.0466,0.0021,0.0003,0.46501533,0.992243897
Wright State University-Lake Campus,984,,7286,45640,0.2113,0.9985,5,6,1090,41,13,0.4167,0.5833,0.0132,0.0356,0.8933,0.0173,0,0.001,0.20027322,0.979884934
Xavier University,4837,225434000,45000,56371,0.6946,0.8454,12,13,1238,11,11,0.4418,0.5582,0.026,0.1059,0.7459,0.0583,0.001,0.0012,0.42834105,0.990204301
Youngstown State University,7741,317554787,10478,40179,0.4715,0.806,10,12,1082,13,18,0.4537,0.5463,0.0159,0.0729,0.7499,0.0453,0.0013,0.0004,0.43002883,0.993805748
Oklahoma Wesleyan University,722,9442913,30262,50228,0.4914,0.5213,7,7,1023,32,15,0.5568,0.4432,0.0097,0.0956,0.5152,0.0983,0.0623,0.0055,0.71176108,0.990670913
University of Central Oklahoma,10400,51864421,8234,43402,0.4379,0.6994,7,15,1090,21,16,0.3778,0.6222,0.0444,0.0843,0.5202,0.1453,0.0369,0.0016,0.69783785,0.956473401
East Central University,2584,35552616,7405,42088,0.4389,0.7008,11,10,1050,33,17,0.4029,0.5971,0.0689,0.0813,0.4946,0.0762,0.1807,0.0046,0.70553385,0.972621729
Randall University,242,599970,16742,35939,0.3413,0.4286,11,7,998,21,9,0.5661,0.4339,0,0.0537,0.3967,0.2397,0.062,0,0.77844533,0.987356144
Northeastern State University,4885,25353350,7400,42572,0.4513,0.9946,7,12,1046,33,17,0.3787,0.6213,0.0231,0.0444,0.4647,0.0768,0.2143,0.0008,0.72972557,0.957118696
Northwestern Oklahoma State University,1430,33224416,5970,42685,0.3309,0.5642,11,11,974,33,16,0.4077,0.5923,0.0056,0.0692,0.6119,0.1329,0.0937,0.0014,0.59431433,0.975276975
Oklahoma Christian University,1856,50318278,25148,48884,0.5762,0.9602,12,11,1147,11,15,0.4224,0.5776,0.0302,0.1218,0.6261,0.0997,0.0199,0.0011,0.5819142,0.98255444
Oklahoma State University-Main Campus,20362,561195906,10234,46062,0.6504,0.7063,13,16,1145,32,18,0.4812,0.5188,0.0209,0.0418,0.67,0.0925,0.0464,0.0009,0.53820593,0.998979947
Oklahoma Baptist University,1246,166959896,32880,41414,0.5295,0.4734,12,11,1054,32,15,0.4189,0.5811,0.0088,0.0746,0.6693,0.0144,0.0538,0,0.54329311,0.980938081
Oklahoma City University,1344,144055363,32744,48180,0.7142,0.7039,13,11,1150,11,9,0.3452,0.6548,0.0253,0.0528,0.6272,0.131,0.0201,0.0015,0.58562497,0.929708038
University of Oklahoma-Norman Campus,20842,1641827000,9312,53164,0.6753,0.7292,12,16,1240,22,16,0.4864,0.5136,0.0714,0.0474,0.5752,0.1341,0.0324,0.0009,0.64276686,0.999466252
Oral Roberts University,3250,46998940,32640,40043,0.4509,0.7837,11,14,1112,11,17,0.3935,0.6065,0.0462,0.1437,0.3732,0.1566,0.0234,0,0.81286651,0.967021117
University of Science and Arts of Oklahoma,808,17779264,9000,30359,0.4322,0.563,11,8,1086,32,16,0.3552,0.6448,0.0087,0.0495,0.6089,0.0594,0.0495,0,0.62073624,0.938626553
Southeastern Oklahoma State University,2853,30202019,7020,46686,0.4168,0.7421,6,12,1078,32,22,0.436,0.564,0.007,0.0522,0.5114,0.0901,0.1269,0,0.71147458,0.988148956
Southwestern Oklahoma State University,3596,39368227,8130,49371,0.4634,0.7678,11,13,1050,33,18,0.3793,0.6207,0.0108,0.0559,0.6132,0.1349,0.0381,0.0019,0.60109108,0.957546133
University of Tulsa,2612,1275501000,47211,58279,0.7103,0.6918,12,14,1239,11,10,0.4866,0.5134,0.0678,0.0823,0.4962,0.1263,0.0295,0.0019,0.72558988,0.999481837
George Fox University,2495,29152661,39540,46009,0.7104,0.9173,13,14,1195,31,15,0.4016,0.5984,0.0545,0.022,0.6497,0.1631,0.0044,0.0048,0.54779165,0.971878843
Lewis & Clark College,2187,322345847,59684,30286,0.753,0.6859,14,11,1366,11,13,0.3548,0.6452,0.0457,0.0265,0.6863,0.1093,0.0005,0.0018,0.51425159,0.938281961
Multnomah University,375,7806000,28810,34246,0.5661,0.5338,13,8,1155,11,12,0.576,0.424,0.04,0.152,0.408,0.2,0.0107,0.0027,0.76871022,0.983269211
Oregon Institute of Technology,3088,30634453,12122,72025,0.5376,0.9258,9,9,1177,33,15,0.5198,0.4802,0.0638,0.0207,0.6684,0.1467,0.0104,0.0036,0.5271005,0.998868516
University of Oregon,19443,1369321175,15054,36302,0.7421,0.8629,12,16,1271,12,20,0.4446,0.5554,0.0661,0.0254,0.6177,0.1536,0.004,0.0043,0.58980489,0.991126067
Pacific University,1546,57128420,52072,38293,0.6895,0.9228,13,14,1150,21,9,0.4082,0.5918,0.1371,0.0213,0.4463,0.1785,0.0019,0.0246,0.74909519,0.975545639
University of Portland,3368,298989000,51812,59965,0.8338,0.9251,12,14,1326,11,9,0.3599,0.6401,0.1986,0.0232,0.4471,0.1707,0.0039,0.0131,0.73079608,0.94260015
Reed College,1494,696435203,64760,29077,0.7852,0.308,14,11,1421,11,9,0.421,0.579,0.077,0.0107,0.6017,0.1205,0.002,0,0.61738937,0.981916598
Western Oregon University,3292,18562682,10602,38013,0.5164,0.8335,11,13,1050,31,13,0.3457,0.6543,0.0273,0.0279,0.5811,0.2378,0.0091,0.0146,0.60395428,0.930169052
Bryn Athyn College of the New Church,271,60565457,27000,29202,0.4737,0.7997,10,8,1118,21,8,0.4982,0.5018,0.0406,0.1661,0.5793,0.0037,0,0,0.63516025,0.999990651
Allegheny College,1324,264303547,53610,34572,0.7368,0.6965,14,11,1269,32,8,0.4713,0.5287,0.0347,0.0793,0.6926,0.0853,0.0008,0,0.50553593,0.997622026
DeSales University,2175,86456856,42600,56152,0.6015,0.7717,12,10,1204,41,11,0.3508,0.6492,0.0428,0.0538,0.7182,0.1297,0.0005,0.0009,0.46263933,0.934780495
Alvernia University,2000,15583269,40750,54463,0.6197,0.59,12,11,1075,13,12,0.3655,0.6345,0.018,0.1055,0.6285,0.137,0.004,0.0005,0.57474825,0.947154102
Arcadia University,1750,84484000,47130,35515,0.6621,0.7757,12,11,1212,21,12,0.3566,0.6434,0.0514,0.1291,0.6011,0.0989,0.0046,0,0.60956765,0.939824691
Bryn Mawr College,1402,1201149000,59330,29212,0.8503,0.3075,14,11,1404,21,8,0,1,0.1106,0.0506,0.5107,0.1013,0.0007,0,0.71413061,0
Bucknell University,3732,1070375000,61746,59472,0.8953,0.3255,14,14,1405,32,9,0.4812,0.5188,0.045,0.0413,0.7567,0.0726,0.0003,0.0005,0.41840332,0.998979947
Cabrini University,1145,39117750,34665,41251,0.5635,0.7852,10,11,1120,21,13,0.4,0.6,0.0253,0.2114,0.5459,0.1284,0.0009,0,0.64017577,0.970950594
Carlow University,1243,37743958,33500,60011,0.5677,0.927,7,10,950,11,10,0.1577,0.8423,0.0306,0.1866,0.6935,0.0282,0.0056,0,0.48247523,0.628778721
Carnegie Mellon University,7005,3032907673,61344,88268,0.8477,0.113,14,17,1546,11,5,0.4956,0.5044,0.3372,0.0407,0.2176,0.1048,0.0003,0.0006,0.82630642,0.999944138
Cedar Crest College,933,34464051,43643,50645,0.5785,0.8425,7,10,1075,12,9,0.0632,0.9368,0.0397,0.0922,0.5413,0.1533,0,0,0.67341649,0.340018879
Chatham University,1207,93131085,42125,44270,0.6792,0.6633,13,11,1175,11,10,0.2991,0.7009,0.0373,0.0621,0.7672,0.0563,0.0017,0,0.40298388,0.880187962
Delaware Valley University,1631,34644848,42120,37754,0.5803,0.9543,10,11,1117,21,13,0.4022,0.5978,0.0123,0.0987,0.7032,0.0871,0.0025,0.0012,0.48802268,0.972222974
Drexel University,13933,948412000,58965,71209,0.6745,0.7961,15,16,1333,11,9,0.5111,0.4889,0.2333,0.0801,0.4494,0.0796,0.0006,0.0003,0.73085813,0.999644462
Duquesne University,5087,564732000,45376,55257,0.8046,0.8749,12,14,1257,11,12,0.3672,0.6328,0.0358,0.0484,0.8009,0.0462,0.0014,0.0008,0.35279795,0.948497891
East Stroudsburg University of Pennsylvania,4324,22000139,10987,36553,0.5368,0.9363,11,14,1069,13,20,0.444,0.556,0.0185,0.2026,0.5321,0.1765,0.0014,0.0019,0.64432276,0.990932404
Elizabethtown College,1703,105350705,35670,47777,0.681,0.8112,12,11,1191,21,13,0.4181,0.5819,0.0223,0.0282,0.8291,0.0711,0.0012,0,0.30624401,0.98055844
Franklin and Marshall College,1986,426486570,65844,42901,0.8549,0.3623,14,11,1386,13,9,0.4658,0.5342,0.0443,0.0549,0.5619,0.1032,0.0015,0,0.6686394,0.996622496
Gettysburg College,2236,389675309,61760,43186,0.826,0.5631,14,11,1372,13,10,0.4857,0.5143,0.0318,0.047,0.6668,0.1167,0.0013,0.0009,0.53853613,0.999409886
Grove City College,2160,188348089,19990,32157,0.8263,0.7098,12,11,1277,32,13,0.5185,0.4815,0.0222,0.0042,0.9083,0.0074,0,0,0.17442587,0.99901225
Gwynedd Mercy University,1217,36385000,37052,76811,0.6626,0.5842,11,10,1110,21,8,0.2457,0.7543,0.0649,0.166,0.6196,0.0707,0.0016,0,0.57932678,0.804391377
Haverford College,1417,618975713,63628,35752,0.9167,0.1421,14,11,1506,21,8,0.4559,0.5441,0.1235,0.0529,0.494,0.1284,0,0,0.72142678,0.994381166
Holy Family University,2124,24446816,32558,67466,0.643,0.7744,11,9,940,11,13,0.2486,0.7514,0.0758,0.1601,0.5777,0.1238,0.0024,0.0033,0.61954197,0.809051627
Immaculata University,1248,25860074,27750,56884,0.6747,0.6974,7,10,1180,21,10,0.2997,0.7003,0.0256,0.1042,0.7188,0.1066,0.0008,0.0008,0.46044872,0.880923872
Indiana University of Pennsylvania-Main Campus,6611,81796227,11320,40364,0.564,0.9194,10,14,1061,32,21,0.3848,0.6152,0.0129,0.105,0.7553,0.052,0.0065,0.0005,0.415584,0.961361683
Juniata College,1116,122825013,54336,34506,0.7689,0.7616,12,11,1244,32,10,0.4722,0.5278,0.0233,0.0466,0.7151,0.0771,0.0009,0,0.47997232,0.997768905
Keystone College,1009,4536280,17450,34412,0.4641,0.8066,11,10,1030,21,14,0.4708,0.5292,0.005,0.1269,0.666,0.0872,0.0089,0.002,0.53262834,0.997538401
King's College,1595,124166506,41600,40139,0.6249,0.9599,10,11,1162,13,11,0.5141,0.4859,0.0288,0.0495,0.7442,0.1122,0.0025,0,0.43029158,0.99942628
Kutztown University of Pennsylvania,6334,39294055,11230,39923,0.5668,0.9614,11,14,1140,31,20,0.4365,0.5635,0.0227,0.0751,0.7185,0.1134,0.0013,0.0009,0.46474039,0.988333907
La Roche University,794,12505244,32284,40716,0.5756,0.9736,11,11,1094,21,12,0.3929,0.6071,0.0101,0.0403,0.5718,0.0353,0,0.0441,0.66812776,0.966645543
La Salle University,2275,83366648,33890,53670,0.6568,0.9425,13,14,1140,11,12,0.3613,0.6387,0.0527,0.2193,0.4571,0.1776,0.0013,0.0004,0.7086462,0.943756998
Lafayette College,2725,1021802000,59368,56373,0.8901,0.3363,14,11,1410,21,10,0.5002,0.4998,0.0411,0.0536,0.6774,0.0822,0.0015,0,0.52980798,0.999999885
Lancaster Bible College,1286,16433152,28460,36774,0.7335,0.9715,5,10,1121,21,16,0.486,0.514,0.0171,0.2263,0.619,0.0319,0.0016,0.0008,0.56431409,0.99943439
Lebanon Valley College,1618,81052751,48620,45004,0.7539,0.7674,12,11,1201,23,11,0.4574,0.5426,0.0235,0.0278,0.8436,0.0593,0,0.0006,0.2834971,0.994757356
Lehigh University,5612,1679807000,59930,71597,0.8998,0.3698,14,13,1418,13,10,0.5408,0.4592,0.0994,0.0526,0.5973,0.1021,0.0009,0.0004,0.62016021,0.99519152
Lincoln University,1704,48966814,11910,32398,0.4749,0.8061,10,11,952,21,13,0.348,0.652,0.0006,0.8281,0.0088,0.0681,0.0029,0.0006,0.30952621,0.932269192
Lycoming College,1046,190214000,45499,37613,0.6342,0.7522,12,11,1150,13,11,0.4771,0.5229,0.0134,0.1262,0.6128,0.1405,0.0019,0,0.5886263,0.998486343
Marywood University,1793,52103970,38226,43928,0.6758,0.8076,12,10,1113,13,11,0.3229,0.6771,0.0201,0.0257,0.7769,0.0976,0.0022,0.0011,0.38583008,0.907507265
Messiah University,2327,127166126,39490,45768,0.7769,0.7941,12,11,1229,21,13,0.3966,0.6034,0.0344,0.0352,0.78,0.0782,0.0009,0.0009,0.38306074,0.968926944
Millersville University of Pennsylvania,5697,52853747,12262,43533,0.5841,0.9242,11,13,1150,21,18,0.412,0.588,0.0328,0.09,0.7448,0.0979,0.0028,0.0011,0.42650366,0.977538729
Moore College of Art and Design,355,41462755,47990,22194,0.6494,0.5318,15,8,1180,11,7,0,1,0.0507,0.1606,0.5577,0.0704,0,0.0085,0.65557945,0
